iteration,mean_episode_reward,std_episode_reward,min_episode_reward,max_episode_reward,mean_episode_length,ppo_loss,approx_kl,clip_fraction,theta_loss,mean_reward,mean_return,std_return,phase
0,-261.8025666866878,74.30044583923193,-370.3804938596368,-103.05333914288214,1000.0,-0.017144047435088332,0.011168870858990463,0.12765724522292993,3.890286604614015,-0.26180256668668783,-23.79150462699098,13.295893224396625,1
1,-189.23586751903505,43.062458946163986,-253.8822936438793,-123.55804956488248,1000.0,-0.019096114062318568,0.008871912797260436,0.13807722929936306,3.9267526943972157,-0.1892358675190351,-16.97991335617877,11.1490673292211,1
2,-176.05594545840873,80.08680635879105,-331.7638238334558,-79.00105733393559,1000.0,-0.01779600489160912,0.012927498568774788,0.1460390127388535,3.9599508466234634,-0.1760559454584088,-15.995134065318533,14.39269014483179,1
3,-136.22502486785743,75.64911355351826,-242.02738954025463,-37.95967399299275,1000.0,-0.01860161361960801,0.009586030463124536,0.1375796178343949,3.913213694171541,-0.13622502486785731,-11.614656815581126,12.744533304499237,1
4,-95.75092545395738,55.056841239071204,-172.337288799808,9.270283310896241,1000.0,-0.020879914088969588,0.0125349064849934,0.1573546974522293,3.955011275771317,-0.09575092545395739,-8.322278521770784,11.20713100928224,1
5,-54.335019168522194,70.82840285266876,-112.03696488565443,126.14572540048063,1000.0,-0.02075528534675005,0.015663327286197883,0.1662420382165605,4.090627016231513,-0.05433501916852221,-4.0865717328713105,13.047550472384026,1
6,8.149421485525783,54.62501628294171,-64.05534485494219,100.02421407974504,1000.0,-0.020782218721641856,0.011540195080125408,0.1753483280254777,4.014890922406677,0.008149421485525794,1.3649848887014655,9.553337692270258,1
7,27.470382522199817,32.88279771002505,-11.671310887213487,99.41880747345766,1000.0,-0.021990065215523266,0.015319953844615609,0.18369824840764332,3.9603772813347495,0.027470382522199827,3.2855923808989087,12.282129374877524,1
8,64.27350440001335,49.019373971411646,-22.288180940287564,158.6389853750718,1000.0,-0.02317605006099222,0.016329986908158678,0.18930135350318472,4.116934553225329,0.06427350440001334,6.857060636926127,11.872687354197206,1
9,133.31974848502668,73.57185784594033,8.0895966121131,296.637466548174,1000.0,-0.021801690563298524,0.016260954308187126,0.19409832802547772,4.12296493539385,0.13331974848502667,13.280693326861558,14.720597970429967,1
10,140.38587680303434,116.07919691995697,-75.93292835771484,317.65724950502346,1000.0,-0.025344262203605028,0.019086198447046766,0.21990445859872612,4.414158385726297,0.1403858768030343,13.31104136339424,16.28885795277893,1
11,199.69842866959945,62.35650322474261,102.58189291974612,333.53650967500374,1000.0,-0.02335623157252172,0.018390019633065743,0.21390326433121018,4.257568652159089,0.19969842866959953,18.741027619475307,13.862146443964061,1
12,235.61072111771037,84.73333519206841,153.20004386977476,434.3890395096708,1000.0,-0.025398311053942534,0.022635560015299518,0.21960589171974523,4.293585325198569,0.23561072111771042,22.20124041991211,15.85650547857313,1
13,244.33718457183818,81.71728702351459,86.99574668646716,335.7764499708317,1000.0,-0.02760537030163464,0.03453139715893253,0.2506170382165605,4.637721935654901,0.24433718457183815,23.367106743814137,19.16292169330519,1
14,319.95713604103435,102.84074540681833,65.51524762279267,433.1045813987958,1000.0,-0.02892092516776293,0.03470874717399763,0.2557921974522293,4.787050419400452,0.3199571360410343,30.3299020650977,19.06082150692945,1
15,355.9811324293032,101.86919768193056,240.21297812442697,565.2071632015723,1000.0,-0.029432018165280866,0.04651817507496116,0.2638535031847134,4.671571619039888,0.35598113242930335,33.27929040257096,19.98025392036137,1
16,300.7903189719025,113.40274613334903,93.22835655720526,418.09756225000086,1000.0,-0.04986287669581213,0.207385267364751,0.35976313694267514,5.155450060868719,0.3007903189719025,27.89344444536492,23.967036521377654,1
17,399.69513932258957,127.91210588122718,170.17686860486492,605.1022453635851,1000.0,-0.03951518108836927,0.18944098152410072,0.3179936305732484,4.984437626790089,0.3996951393225896,37.495034040147125,26.266413664542068,1
18,416.6152935877183,150.10909367121792,120.92611382972953,620.4594007361325,1000.0,-0.05389716358392672,0.35610292272132105,0.3834295382165605,5.205572032776608,0.4166152935877183,38.65655342996734,24.509750967615147,1
19,303.70447947999367,171.94914513975743,47.91139670207897,582.7237199899081,1000.0,-0.0719457102562805,0.8792281002565554,0.4913216560509554,5.4681126211858855,0.3037044794799936,27.38149975183201,27.359584849523262,1
20,354.80918982923396,175.9498833328431,10.860110525231413,546.0748859573276,1000.0,-0.07285533521893867,1.208777836800381,0.5071556528662421,5.719028737134995,0.3548091898292339,32.69139751305024,28.763358843200717,1
21,294.9224445720655,170.9175597059194,-80.68564915726002,548.0139776037362,1000.0,-0.07709410614185747,1.9356956619176136,0.5390027866242039,6.226250482668543,0.29492244457206557,26.745743031313694,30.57346005633024,1
22,269.4112868366195,144.24675134136982,12.138671454341402,421.9737600851559,1000.0,-0.07451450668726188,2.4954549057848134,0.5758558917197453,6.325255761176917,0.2694112868366195,23.992905110581212,33.968822400739455,1
23,355.99312916645056,122.5537982536593,96.14755377100552,538.6000500527892,1000.0,-0.08068870232191387,2.66085695620555,0.5701930732484076,6.491212585473516,0.3559931291664506,32.1090752004157,30.530069547176865,1
24,326.26996694965925,167.74723633500773,-29.024768861531566,610.3937294284884,1000.0,-0.07768566443371308,3.7253069035566537,0.6140625,6.918943427019059,0.3262699669496592,29.019972867856566,33.412931809443315,1
25,323.99723567837896,188.28126555806972,49.835192085444184,578.2330131692834,1000.0,-0.08233020623113699,4.000553512801031,0.6017615445859873,6.635609375595287,0.3239972356783789,29.314325624940633,41.22447583148548,1
26,245.16115394110017,183.88599094449663,-97.85284125895636,492.50698666136174,1000.0,-0.0854591774202551,6.739105544424361,0.7097531847133758,7.453908081722867,0.2451611539411002,21.2605537530431,35.593983480793256,1
27,278.0294474716243,175.50355626895538,-61.44113967627569,482.2136332870521,1000.0,-0.07811713767101526,5.360889947338468,0.6576632165605095,7.133658971300551,0.2780294474716243,24.62493810770408,38.77556374598467,1
28,252.11788258437645,134.4609775853588,-44.88962425577239,451.27217044322873,1000.0,-0.08860761300797106,7.2039519258365505,0.6915903662420382,7.588642082092869,0.2521178825843764,21.861811736924412,38.79070166813314,1
29,237.14367551052837,209.77707104052467,-141.29203110390063,536.9698959002924,1000.0,-0.0755964604301295,7.09874920359083,0.7002089968152866,7.723984577397632,0.23714367551052834,20.172568469924833,42.646993915111246,1
30,219.7079695546275,176.5117401856758,16.26455357380582,546.7254717825589,1000.0,-0.0689709256486196,9.512667368931375,0.7611265923566879,8.273025316797245,0.2197079695546276,18.160188557358904,34.9525633902052,1
31,344.2027078833254,212.82503733940354,-5.263260443640785,685.2438379962409,1000.0,-0.07881078162011068,6.384942846996769,0.6352209394904459,7.1741807196550305,0.3442027078833253,31.196450487099767,38.54300773246769,1
32,425.4193901032489,146.08820856611456,119.70460140712864,590.1688899295643,1000.0,-0.08075461019316961,5.850572428278103,0.5779458598726115,7.077155489830455,0.42541939010324875,38.15017060636305,42.200083193728865,1
33,263.8808402124831,174.75500142650193,-44.11690726997805,512.1423029117789,1000.0,-0.08953803942959969,8.620502821351312,0.6947750796178344,7.434517642950556,0.2638808402124833,22.987983225760452,39.14805916840695,1
34,379.89040998408825,177.15445266729705,27.20375902651449,695.6457179688567,1000.0,-0.08164349574607553,6.9968965076337195,0.6382364649681529,7.399399845159738,0.3798904099840883,33.70300190478592,38.653243867907804,1
35,389.7965351613676,184.41837152042723,122.54790372879754,736.3239607507356,1000.0,-0.07870626168942471,8.112380654948533,0.6630772292993631,7.689960216716596,0.3897965351613675,33.845689684262496,43.25079793910257,1
36,319.0136966368306,166.73499151064786,-65.65908260593204,503.97720387072076,1000.0,-0.07892503860454034,9.211287597638027,0.6916401273885351,7.574535206776516,0.3190136966368306,28.009939888458913,41.23352310078111,1
37,180.64951674705384,207.18183904552117,-99.41193827648578,470.5890088385034,1000.0,-0.06818503777193985,11.132084532755956,0.767545780254777,7.995610823600915,0.1806495167470538,14.204994558481967,41.271638458588406,1
38,259.2835824974342,247.08698911584267,-149.5059080884404,629.3720446844603,1000.0,-0.07029947171782612,10.147478640914722,0.7397292993630573,7.823500288216172,0.2592835824974343,21.814838645983745,47.75880879767177,1
39,281.10188440034483,226.31156019116506,-156.21918249003687,537.8683782509511,1000.0,-0.08642907202967508,11.321923295100024,0.7434414808917198,7.685542587717627,0.28110188440034495,23.426550196422408,47.997434574147185,1
40,306.84445132518357,216.54630514604224,-92.95366621175506,605.2962865549705,1000.0,-0.085480569393202,10.99265543579296,0.7352607484076433,7.48600425264638,0.30684445132518345,25.855742559711384,44.64092819087726,1
41,379.0666633462686,237.54807771498676,-87.23962721901377,690.7177030911313,1000.0,-0.07218633618348154,7.6282673050643535,0.6531648089171974,7.303953356651744,0.3790666633462688,32.63499761431595,47.24639479391048,1
42,367.17211876454326,241.44737326549088,-106.08309316958714,662.5148761399198,1000.0,-0.07966662340969512,10.633898511509987,0.7093949044585988,7.184491828140939,0.3671721187645435,32.05648685297828,44.76597169600052,1
43,276.8569375496006,201.03297365223895,-43.75440454585548,573.7560813410975,1000.0,-0.07284863943139175,12.003864173828417,0.7537718949044586,7.4993735049180925,0.2768569375496005,22.913612691121493,44.317578188375975,1
44,300.25847896715027,207.0388904138495,-20.367226245061836,557.8747952538229,1000.0,-0.0856367292001274,11.650865486169318,0.7418988853503184,7.094707541253157,0.30025847896715024,25.038662292864903,47.20956149440194,1
45,473.6058488239411,176.11889370598203,202.94769356579954,723.6387736671081,1000.0,-0.06596520311038964,6.393752005297667,0.585718550955414,6.544251327453905,0.47360584882394086,42.93700610715724,36.2056638114757,1
46,372.7856085578238,137.44230440409015,44.01270534626904,551.9687409714228,1000.0,-0.07972339889876971,8.378320727074982,0.6671675955414013,6.7106612937465595,0.3727856085578238,32.36214716483767,42.24094107360934,1
47,393.6040079207064,199.52641300629452,-34.63221586432226,630.5862537307302,1000.0,-0.07593054259907762,9.268385240378652,0.664828821656051,6.683760187124751,0.3936040079207066,34.084947242957156,43.693863004233506,1
48,312.4717237680998,167.05343728815683,3.840923274717997,491.20984663120197,1000.0,-0.08108332875024551,11.300036450707989,0.7030951433121019,6.661650479371381,0.31247172376809973,26.161552316008684,44.06575734127095,1
49,474.8733245629229,119.32627475064729,342.0985187855976,707.5017508243269,1000.0,-0.08382006909069457,9.419471650062853,0.6389430732484076,6.609193156175553,0.47487332456292297,42.44104941705929,45.70840663573601,1
50,398.9472502457931,144.23060520113611,-53.17344728163593,575.1119032190688,1000.0,-0.06627362441053575,6.473070800050776,0.5981892731215092,,0.39894725024579336,35.97762173590303,38.83075527931385,2
51,404.8246835585091,125.54861363794706,179.17928445137687,618.1722825820693,1000.0,-0.0699208048746941,6.959389779618446,0.6102393617782187,,0.40482468355850915,35.964401950885495,38.71860494982072,2
52,394.98896169194956,208.74396714269116,-133.65085488910037,662.577032230347,1000.0,-0.06114392803110024,6.887032807634232,0.6036746454999802,,0.3949889616919493,35.52174719720671,35.64846025326717,2
53,396.0981919996259,159.83412702750695,-76.1945402490898,568.0255646040963,1000.0,-0.06683479889177103,9.112301886132423,0.6384796100220782,,0.39609819199962587,35.13025405028511,37.97948872187113,2
54,413.9668425791137,151.0370543736455,94.72544662516603,656.5267695427959,1000.0,-0.061049420649304666,6.985541907269904,0.6234618795425334,,0.4139668425791136,36.896535702655,37.98963882944842,2
55,421.8094302669022,87.97377362812443,233.35588113794898,603.2373141723796,1000.0,-0.06974913952654188,8.793996531303893,0.6374202128547303,,0.4218094302669021,37.14937417224366,40.58655414218605,2
56,335.01699536056014,162.74365850676654,-71.37162174908524,556.7677039337676,1000.0,-0.062392608620860476,11.584692105029491,0.6971764185073528,,0.3350169953605602,28.60268036015702,43.95994432287775,2
57,352.0628446503881,177.01973128320932,-119.75223884957538,530.9245887825322,1000.0,-0.07073588859814992,11.5571255405913,0.6998803192250272,,0.3520628446503882,30.494265222424147,44.34937389335388,2
58,389.50524426958094,87.27250330678638,237.563893290454,522.7686946091794,1000.0,-0.060392551742335585,8.617021278624838,0.6498359930008015,,0.3895052442695811,34.402725915598594,44.085357612848306,2
59,350.95660548711714,182.36665269069323,-132.26854954371987,537.6365986141226,1000.0,-0.06709447351224879,13.101023346921231,0.7173404256333696,,0.35095660548711743,30.074344353035706,47.16280544702899,2
60,328.4729113436281,191.35052030764896,-178.85022777581386,524.3272189484584,1000.0,-0.07056173170421352,12.148478321724749,0.7004565603428698,,0.3284729113436281,28.839120553493572,44.105333550977505,2
61,361.8571923157122,137.10679975209342,1.777469939205706,576.7838788763252,1000.0,-0.05962537646689948,10.396853675639376,0.6757114362209401,,0.36185719231571206,31.796789927880653,41.15732148217744,2
62,393.3918567579703,131.28705502703366,11.248933579214519,563.4600241478795,1000.0,-0.062372229846709586,9.25862055230648,0.6757225177896784,,0.39339185675797017,34.47170890216977,40.534882010291284,2
63,317.0101074578143,207.93057809685428,-83.29051465378352,545.8052548939717,1000.0,-0.07247951160799315,13.01501004685747,0.71776374116857,,0.31701010745781416,26.97354768582679,47.12224184820574,2
64,423.11655571396585,193.3923258384728,-171.5392151150159,761.1835373236573,1000.0,-0.06227102741400929,10.045463843852916,0.6895877660335379,,0.423116555713966,37.594185674388086,43.79548266283024,2
65,392.4751763941806,100.98788052240734,171.0763287745576,578.9045073380506,1000.0,-0.06499033257444488,11.026756190847843,0.6972296099967145,,0.3924751763941806,34.04002424738554,45.40687966325239,2
66,392.23844716132317,141.4965296954812,-59.75686691300533,577.9652554449908,1000.0,-0.058729541677426784,11.665175363256576,0.711666666776576,,0.39223844716132317,33.96444313408102,45.623612367929404,2
67,419.6570136377204,131.58306015931748,213.94892681568962,763.1363274642101,1000.0,-0.06082146346583923,10.010569991456702,0.6825953015114399,,0.41965701363772057,36.50847803029591,44.71452637120342,2
68,310.62361999341744,181.2306279598969,-183.79455868863425,523.5671294933495,1000.0,-0.07049563702156252,12.255068688494093,0.7351906028960613,,0.3106236199934174,26.16818057099084,47.02091194220248,2
69,329.7516692123792,199.0144187782771,-93.02347024604148,589.0764926135033,1000.0,-0.054618304937364574,12.27309891923945,0.747271719917338,,0.32975166921237914,28.31519712435225,45.95236726553841,2
70,326.73768223100905,191.46798243009076,-146.1851980899306,769.3674559661521,1000.0,-0.057745961196958386,13.189731270810391,0.7297539894377931,,0.3267376822310091,27.011931056659307,49.665223488205825,2
71,346.42874903439116,173.32705645443357,-169.96460478559473,532.4510785916648,1000.0,-0.06079603832135809,10.41157153352778,0.7184596631628402,,0.34642874903439114,29.46326778967823,46.71773016880459,2
72,401.8177309647757,167.037214555547,56.89113999338197,665.0630451968719,1000.0,-0.05271286606538466,11.0644082349412,0.7230496454746165,,0.4018177309647758,34.74488371032495,47.45687174382402,2
73,408.72140115335293,88.80389686585127,284.5869521896029,540.466821131153,1000.0,-0.06398406352213723,11.320570012559282,0.7189339539852548,,0.40872140115335276,35.49377633502112,44.089384892474975,2
74,378.9667835030301,87.71598890461293,198.47544625036812,542.0134080573941,1000.0,-0.05548777818402394,11.918844277808006,0.7407779255826422,,0.37896678350303004,32.464061802839765,48.55402034649076,2
75,407.21411702780466,161.2307294969214,-98.24556662101993,597.6174894270634,1000.0,-0.06079331913447761,11.562228093045823,0.7052593085867294,,0.4072141170278046,35.42592794475104,44.12832115912806,2
76,393.03877272376616,211.1933102066958,-275.41407068648004,668.2209036844621,1000.0,-0.05312420176366899,12.970472621511906,0.7291289894631569,,0.3930387727237664,34.92614114891758,48.59351343382632,2
77,410.7167106744275,70.20339213229435,335.5404099119653,550.6485536055712,1000.0,-0.06609907942328681,7.725582190675938,0.6699800532675804,,0.41071671067442744,36.17221835837751,45.69911647843084,2
78,390.8186994525411,206.57383855122634,-291.54823856598125,601.4785690532435,1000.0,-0.0592566094008532,9.894204376910595,0.7140780142520337,,0.3908186994525411,34.24825270461876,44.75286586932331,2
79,416.74393585673386,77.41104203443345,253.340822371126,562.861296179825,1000.0,-0.05880693664377991,10.484047008676733,0.7076263298886888,,0.41674393585673386,36.40594171484195,47.561628433567705,2
80,334.89971327521596,187.36722932436862,-234.82212697981228,524.0870143822721,1000.0,-0.05253563779931357,10.995928085611222,0.7291644504729737,,0.3348997132752157,28.75097975917478,46.92861210149588,2
81,394.720576602033,83.41600042088044,180.01861733232198,507.05134307479335,1000.0,-0.060081402674475884,9.342332647912047,0.7028656916161801,,0.39472057660203325,34.73662688788458,45.400243715411776,2
82,361.171190691489,68.0355595419811,246.48574413032162,491.5006036165188,1000.0,-0.06500678859809611,10.020805788141615,0.6968395390662742,,0.3611711906914888,31.476291944911406,46.980175570518085,2
83,333.7569240777008,195.87596282168045,-126.28288672688035,670.6468486890598,1000.0,-0.05714076721515665,11.720735205792366,0.7528501774148738,,0.3337569240777008,29.16078063118551,47.30569531150238,2
84,357.8975932237278,92.89601409554041,158.01019625960228,529.6370365052204,1000.0,-0.059133132186104005,11.362536914500785,0.74735372350571,,0.35789759322372794,30.445623424806527,48.991533832130685,2
85,319.31087155141836,152.82214727474027,-151.66282537085388,479.00055069650375,1000.0,-0.053147623222123117,11.31177772704591,0.7429898050490846,,0.3193108715514186,27.43378485654195,48.264866528730636,2
86,291.00520897256035,167.79048240556202,-251.27559400524436,440.28396775265406,1000.0,-0.05137141799871275,13.944897663238201,0.761611258983612,,0.29100520897256055,24.200130734785127,47.64293557266695,2
87,372.4103389923614,172.0088555370775,-98.82770847991426,599.2093413625394,1000.0,-0.05226644070541605,10.882377767157047,0.7288519504222464,,0.3724103389923614,32.65657494047397,46.25874762842584,2
88,368.4607680876545,90.4523782417148,216.90795534548454,542.857728815447,1000.0,-0.052235314196094555,13.4489288693286,0.7451329787994952,,0.3684607680876545,31.59301178243208,49.5860441780285,2
89,310.7780814815022,135.02326438679486,-7.969976704886091,544.6864429113573,1000.0,-0.037319020641610974,13.7743452555068,0.7904942376816526,,0.31077808148150254,25.973737645264016,51.36218312283812,2
90,284.0802186142285,167.09643075289486,-240.56821793677523,500.70243295111953,1000.0,-0.04269627026381328,17.568554185907892,0.8016312057667591,,0.28408021861422855,23.32310314231223,50.49195268532471,2
91,292.1509393615623,122.086633338767,84.88890420277217,489.72166864652513,1000.0,-0.05046616586757467,14.420686488455914,0.7745301419623355,,0.2921509393615623,24.64759436494537,49.20133834949507,2
92,318.4786308322091,78.66701359208028,166.54089775398745,489.23118971642117,1000.0,-0.04566511488024225,12.538712094083746,0.7637588653158635,,0.31847863083220873,26.779174121797457,49.029542453046886,2
93,329.23984437220975,144.72406837730048,-170.0380715260137,465.2838431946024,1000.0,-0.04677839006931382,12.237947431929568,0.7681737589836121,,0.3292398443722097,28.27434096183431,48.11332691168075,2
94,322.0059050682073,104.19504303873131,88.28587447431579,511.4815690018023,1000.0,-0.04043657358973584,12.104081057081832,0.7710460993837803,,0.3220059050682076,26.971781118322777,46.938275212101125,2
95,258.534667609095,110.90060042552122,-19.201236539555115,430.6848117576031,1000.0,-0.043674336706506126,11.206279494102965,0.7803878546775656,,0.2585346676090951,21.166015184961523,47.37818126356153,2
96,342.5282279948957,101.66420336208282,128.93387263441633,512.1217958381325,1000.0,-0.046215119795834134,17.310308355372,0.7559707448076695,,0.3425282279948955,29.41969062700373,46.01656878628017,2
97,314.7345389243638,156.97580868347845,-159.11919828135896,537.0916852700102,1000.0,-0.03811431008331636,17.99707190046919,0.7932579788248589,,0.31473453892436365,26.91971616433201,49.30877609783082,2
98,264.48030527632415,97.47663105773682,127.25404961702561,505.04079665564166,1000.0,-0.04813305830067777,14.373937674177453,0.773067375979525,,0.2644803052763241,21.670002816745473,46.694754982204756,2
99,231.53186324792276,191.72327689817615,-240.52434661906847,449.7106250778621,1000.0,-0.04444140350143921,16.062063058285002,0.7980784575228995,,0.23153186324792271,18.376622352869916,48.64396087792155,2
